Question;Image;Type;Required;Description;Answer;CharImage
Your Information;;SECTION;;Please enter your name.
Name:;;TEXT;Yes
The Elusive Samurai;;SECTION;;https://myanimelist.net/anime/54724
The Elusive Samurai;https://cdn.myanimelist.net/images/anime/1386/140401.jpg;IMAGE
Rating:;;SCALE;Yes;0 = Not Seen
Favorite Character;;CHECKBOX;;Pick 3 (No Order);Houjou, Tokiyuki|Suwa, Yorishige|Fubuki|Kazama, Genba|Mochizuki, Ayako|Nezu, Kojirou|Shizuku|Ogasawara, Sadamune|Ashikaga, Takauji|Ashikaga, Tadayoshi|Hikari|Houjou, Takatoki|Kou no, Moronao|Shoukan|Yuuki, Sanjuurou;https://cdn.myanimelist.net/images/characters/10/506397.jpg?s=6a9ca1ee63c9058844695fd8dbca79ec|https://cdn.myanimelist.net/images/characters/2/556141.jpg?s=1d40b300b3299ac44645966d0f27a4af|https://cdn.myanimelist.net/images/characters/2/531103.jpg?s=f90a14442de23c338aa3b0d80f6fdae0|https://cdn.myanimelist.net/images/characters/5/539232.jpg?s=c0e79acdd203b152b31858831dffc8c5|https://cdn.myanimelist.net/images/characters/4/526515.jpg?s=39afe1b8f2d9134c1c685dedf00c18cf|https://cdn.myanimelist.net/images/characters/13/556140.jpg?s=6442ac8b7a57abefd60d4fca58eb3e45|https://cdn.myanimelist.net/images/characters/10/525047.jpg?s=89bc35e0ec08a18715bff753ba3eeabf|https://cdn.myanimelist.net/images/characters/16/557525.jpg?s=699c9dfb1332e01804e1615f37f70268|https://cdn.myanimelist.net/images/characters/5/531106.jpg?s=8ce1bcacfdb2f5aa5ed0b3172744320d|https://cdn.myanimelist.net/images/characters/11/562113.jpg?s=a0476b003a86d39568802a609e1c41ac|https://cdn.myanimelist.net/images/characters/16/580397.jpg?s=c83aae6fa0bfca9f328ad20da3475ed1|https://cdn.myanimelist.net/images/characters/7/555625.jpg?s=7924eab4e144a297c71cd0f95d5ac4ed|https://cdn.myanimelist.net/images/characters/4/555627.jpg?s=58170ae36f5bf037c014ec9c82ba27b0|https://cdn.myanimelist.net/images/characters/14/559423.jpg?s=7c51d39b4611b8b3150a792b1e561919|https://cdn.myanimelist.net/images/characters/13/562753.jpg?s=329dce98b22936e1b15541ed14a740f8
Hated Character;;CHECKBOX;;Pick 3 (No Order);Houjou, Tokiyuki|Suwa, Yorishige|Fubuki|Kazama, Genba|Mochizuki, Ayako|Nezu, Kojirou|Shizuku|Ogasawara, Sadamune|Ashikaga, Takauji|Ashikaga, Tadayoshi|Hikari|Houjou, Takatoki|Kou no, Moronao|Shoukan|Yuuki, Sanjuurou;https://cdn.myanimelist.net/images/characters/10/506397.jpg?s=6a9ca1ee63c9058844695fd8dbca79ec|https://cdn.myanimelist.net/images/characters/2/556141.jpg?s=1d40b300b3299ac44645966d0f27a4af|https://cdn.myanimelist.net/images/characters/2/531103.jpg?s=f90a14442de23c338aa3b0d80f6fdae0|https://cdn.myanimelist.net/images/characters/5/539232.jpg?s=c0e79acdd203b152b31858831dffc8c5|https://cdn.myanimelist.net/images/characters/4/526515.jpg?s=39afe1b8f2d9134c1c685dedf00c18cf|https://cdn.myanimelist.net/images/characters/13/556140.jpg?s=6442ac8b7a57abefd60d4fca58eb3e45|https://cdn.myanimelist.net/images/characters/10/525047.jpg?s=89bc35e0ec08a18715bff753ba3eeabf|https://cdn.myanimelist.net/images/characters/16/557525.jpg?s=699c9dfb1332e01804e1615f37f70268|https://cdn.myanimelist.net/images/characters/5/531106.jpg?s=8ce1bcacfdb2f5aa5ed0b3172744320d|https://cdn.myanimelist.net/images/characters/11/562113.jpg?s=a0476b003a86d39568802a609e1c41ac|https://cdn.myanimelist.net/images/characters/16/580397.jpg?s=c83aae6fa0bfca9f328ad20da3475ed1|https://cdn.myanimelist.net/images/characters/7/555625.jpg?s=7924eab4e144a297c71cd0f95d5ac4ed|https://cdn.myanimelist.net/images/characters/4/555627.jpg?s=58170ae36f5bf037c014ec9c82ba27b0|https://cdn.myanimelist.net/images/characters/14/559423.jpg?s=7c51d39b4611b8b3150a792b1e561919|https://cdn.myanimelist.net/images/characters/13/562753.jpg?s=329dce98b22936e1b15541ed14a740f8
Additional Remarks:;;TEXT;;Missing favorite or hated character or other important remarks go here. Please use the full name similar to above.
[Oshi No Ko] Season 2;;SECTION;;https://myanimelist.net/anime/55791
[Oshi No Ko] Season 2;https://cdn.myanimelist.net/images/anime/1006/143302.jpg;IMAGE
Rating:;;SCALE;Yes;0 = Not Seen
